Mapped
id size density cross angleM angleD minAng edgeM edgeD minVertx finVertx devVertx minPtEdg
48 34 46.0 307 55.77965375797231 21.566099206477674 5.685554763326768 0.8262512742074087 0.3844770195401392 0.010029697228150518 95.98479134103398 108.37033606686512 6.665189398075955E-5
49 41 44.0 224 54.46904617323513 22.32122224968819 5.957882595467732 0.6727567672547704 0.4163960555616167 2.4369652472114667 107.60272051034099 116.68844966630671 1.6592601769261015E-4
50 50 73.0 33 59.89264395620567 22.03530590462987 8.617840485726193 0.1754982024387849 0.04873210018370655 0.19776208910728235 51.59771623487426 44.10403268167966 4.2284829690139055E-4
51 36 31.0 119 56.47354576900004 22.985717957612223 2.1624806594089607 1.0509499278349943 0.5302971792275383 5.316087634524244 109.35433096599378 114.49957824854366 0.001954699735932991
52 38 45.0 87 50.34263987689118 22.253947116018985 3.664487104747383 0.42499832063814674 0.3902324453615549 1.7384049660522494 83.36318941734585 87.62057119585171 0.0012177141683845554
53 35 31.0 85 55.023372817959086 24.020020952559662 9.36462592424437 0.7961615345531082 0.4526299470147101 1.9039339615476747 101.44534520912018 103.78898585120646 8.874768289994822E-4
54 39 53.0 222 55.107324784423575 23.35107905275666 4.470201474024734 0.44325384305990995 0.27198912775527523 0.6056776635808472 95.13581986617707 102.29830407219926 7.902792241023457E-6
55 37 43.0 149 53.923020668810736 22.704115592343 1.4018858406455736 0.36446593779815845 0.25193352713772865 0.9260050050356907 94.59278957646825 102.14376213368041 2.064157369289079E-5
56 40 58.0 237 53.549589894867985 22.570434736936775 1.6228978318779195 0.6662925167882444 0.320775978147819 0.21023854480497994 92.53059846240302 99.6404559818882 0.0014847314966023363
57 44 45.0 16 62.24991255542051 20.060966761513807 15.604830949740693 0.16934374284021392 0.13375564567878095 2.212629546559594 56.93037396790344 54.566913425906264 8.910050316073125E-4
58 42 55.0 239 56.20982525642026 22.1075203589637 0.5153462790741165 0.7213097284830065 0.4741605207495423 0.23216150624392007 90.36657279660002 94.73126024286401 6.619810462599039E-6
59 47 60.0 204 55.537413628131056 22.127854594114176 3.4403338065135416 0.5527755569881052 0.3919429791637874 1.0655018289044236 90.15066939404758 89.31248690199489 7.808238946613706E-4
60 47 67.0 77 60.69956641222313 23.44520672895212 4.7605765208216955 0.283804088392556 0.18416239166732065 0.30082490022609454 79.14032974952879 73.02354801822771 6.634123093334836E-4
61 40 41.0 184 53.62093368972271 21.679043463493137 3.1833882113454854 0.6368507965283007 0.35239923588713223 0.2354028500045215 104.25890773899107 111.34794596682853 8.833143765724696E-4
62 35 43.0 119 53.41416571154037 21.777992309407846 6.4817957545826035 0.6507244786174445 0.38052022084133647 4.037009541140678 92.57366633289561 93.23098788864803 8.301484645655879E-5
63 39 43.0 65 57.46705320806482 22.800347009127282 8.812495080223329 0.4191774642637755 0.3503491395483014 0.6970373475835594 87.20722041019188 90.62730517538809 5.440391440400963E-5
64 41 55.0 96 51.79179274777707 21.72824561744953 8.08514348647454 0.34785424487699024 0.26926377969568244 0.5335583924333792 81.89937538713228 83.81865861998187 0.0017423791333937072
65 38 46.0 97 54.18094704315254 20.215960568047127 9.610532271700443 0.4219967427770905 0.2923134232882775 0.036444819722765 99.66836375317713 107.04759049331399 1.6675434401885629E-4
66 44 48.0 145 49.88797379246115 24.06171803449105 4.499888902961624 0.569400402555179 0.46233662374676066 0.5156186476541895 100.9799214840103 109.55237613399625 1.926695076443064E-5
67 42 51.0 213 44.9004641187975 22.822119146627536 4.0393651381742 0.6993171393853915 0.37685372547275314 0.3455590383306651 97.12401560515562 108.3696568024587 1.9859083991413876E-4
68 46 60.0 358 54.78304140064171 21.30127821829544 3.570413991181829 0.586227588877643 0.2640737974166207 1.6772874498254218 97.82985592143825 109.11493517410644 1.7097843429205822E-4
69 37 45.0 314 40.3705233105616 24.045874809130407 1.6007671519630835 0.8400357417446301 0.4315311017227104 0.4148423396899255 105.08182058086622 116.9596413721992 7.244639412491353E-4
70 48 63.0 339 50.375976141097084 24.08539039167316 2.485420964154209 0.5518513379818456 0.3846840185965302 0.5271305456535501 95.43632294843232 106.12444503320219 7.340167218490165E-6
71 32 38.0 145 58.427436136236494 22.822796670072442 3.677438645588879 0.6600647092991592 0.33139625945604106 0.2996221024364452 96.95669776935163 105.16957449128304 0.0012178462479379313
72 34 28.0 62 55.199347249973336 23.093071292709357 13.287743339496997 0.7733366752748594 0.4302225096860511 1.4935908897295043 115.36015798979672 113.94374736737197 0.0030172128921331022
73 44 58.0 86 53.32321474627365 22.757957564674175 8.48816410665907 0.2926696863168925 0.28442700179148694 1.168901249103007 77.01290786890294 73.2160086499861 1.61555802827319E-4
74 45 52.0 89 48.914943115033665 23.049409112612217 1.5645469955475353 0.512644275952296 0.42286655880375823 1.872691362177085 75.58070511015167 78.39709298308443 2.964387669025191E-4
75 43 50.0 240 47.42894902387257 22.73268064763446 3.6329139129814627 0.6494209204583761 0.34252119961882954 0.4645037644025214 111.2419244683992 115.55802319158029 0.0013171346919890882
76 32 36.0 88 51.129085859993594 20.43417400912531 9.677592985768309 0.5901622055170338 0.3783244370560358 2.2756911782183975 89.63121754719025 94.23656112701364 3.7077058854651917E-4
77 41 50.0 216 46.260674572581884 28.24120049764356 1.3270931985379841 0.6463853060734097 0.35001021144475125 0.07618593907002592 104.69982063981317 110.47914405199896 1.888372774174636E-4
78 43 55.0 147 52.78177702125717 22.881009344953043 0.9444921506952658 0.4645348174566718 0.2998943959827913 0.27310436622190737 90.38760154584126 94.7266809788145 6.559726434654465E-4
79 47 64.0 24 54.186216894586416 21.471671274537282 11.117529161438778 0.2481027776739301 0.06791461545188705 6.112523248372867 51.16917758792606 43.20581786741188 0.007181556671645279
80 47 64.0 24 58.147614167854535 22.52222537050582 1.5563137409854664 0.25178456083915696 0.06569663145778201 0.7355275353814439 50.233089516392816 43.13119828570019 6.806866375705879E-4
81 45 58.0 143 46.38278197898307 23.506091912621084 5.630605849929071 0.632211782819907 0.46653707159116553 2.1592508161744366 70.71431953520431 79.67565089770221 0.002359874707271763
82 41 51.0 165 57.132401884593534 21.607849183526053 2.820204201334895 0.31719289181237975 0.2301833559002971 0.027046932823902674 100.13919067415897 104.80210724320044 1.1530006031217135E-4
83 37 40.0 37 49.56905596508771 23.751900522199342 4.29132711891696 0.37295930135607785 0.414408054511938 0.3186540052602219 77.74072717613188 76.57426173574059 0.002550331839701592
84 34 34.0 87 60.206283896299524 24.959056340077527 4.005351457540213 0.6233625847363937 0.42068385321344887 0.6037719411908685 111.1849489355752 119.43405308065232 7.979525944014864E-4
85 44 69.0 238 57.71251256721435 21.82980076581844 3.5265842872259254 0.29413452788505573 0.2964207609711903 0.06867859275672367 77.94096942568515 80.64153942061404 1.4653186281396376E-4
86 39 46.0 135 59.720274508970306 21.985253402735434 8.04963565441841 0.3555697845412562 0.30347972182521643 0.3853352841462974 83.95987474128198 90.92023356758271 5.150310717972668E-4
87 41 44.0 94 57.758784681017225 21.538650143007587 7.208303879233938 0.5672838552268774 0.42828228174353977 1.0698619290268514 97.53044063202933 104.23037544993376 2.5749531253435696E-4
88 43 65.0 394 59.28825653862066 20.93825364280691 7.181315359810476 0.7230728396005296 0.3927194003379284 0.39653308310882834 93.46862101006798 105.41267669527794 1.687117794217206E-4
89 37 37.0 62 51.992444313550656 23.052381992474746 3.8149886397533974 0.3604446531321961 0.3208882566742572 3.377908969825633 91.257872134651 94.98720283292577 4.531881263547365E-4
90 45 59.0 140 49.544265284177634 21.561891558924557 10.0206345763735 0.4800342402940964 0.29675340432255826 0.5271862889205284 89.29646551202383 89.46755938293069 0.00116294071726741
91 42 50.0 229 50.62394085981566 23.325771299521648 2.7658486087191503 0.5770241528335047 0.3282867762699139 0.7689763917661077 88.45655281121294 96.60405623497056 3.8790354142025526E-5
92 37 39.0 164 38.08839921637482 20.2141693599857 0.757935729724138 0.6620331100868662 0.3615995626591378 0.3755918279787937 110.6840564854994 115.60773429231334 2.0936961902334874E-4
93 45 63.0 62 53.18287735312277 20.966717040023248 4.243737049670581 0.3051226833043146 0.33994691127911514 4.123135229915689 81.52996235467643 79.55701844665201 4.84610405919509E-4
94 43 49.0 139 48.976067459758696 25.35384350053596 4.436174131076187 0.5577320916123979 0.47490600501604124 0.21969713625353882 95.21587988345654 93.88781546026175 3.6685997440254355E-4
95 46 70.0 46 60.88799257382445 19.507383702384082 20.391192995465207 0.19305363212875604 0.05314249989834226 4.78294019070827 54.5554328408561 47.33497039739429 0.001016748510965163
96 47 77.0 54 61.86868887421556 16.900761867638174 12.242894754748818 0.3524799370380677 0.10401835888059963 2.0332102324266565 50.808542007255774 46.183386836290424 0.00856762018438722
97 41 62.0 150 54.38443227507242 21.711973090504156 4.447615788216844 0.2769513993279133 0.18384652222342718 0.05550375738057701 74.06826538313027 76.05229814009886 3.1730250462144364E-4
98 32 31.0 71 58.037478777523546 18.662723162065618 2.9624264269011586 0.5604146105242004 0.44471930641324703 0.21881203522634882 104.8723685934769 107.92306142585232 2.768846285625734E-4
99 37 47.0 90 56.44590897148426 23.308592391218085 10.248401339256485 0.5679719461355758 0.40092420233554715 1.9226443148498429 85.27914684465429 87.91976124695482 0.002073470899743801
100 41 48.0 201 53.45840812286558 24.128605478706312 1.5073593195215906 0.5605530024204678 0.34143580905043813 0.01363827095787489 104.20500375540175 105.12193471966431 1.6797863948230012E-5
