Mapped
id size density cross angleM angleD minAng edgeM edgeD minVertx finVertx devVertx minPtEdg
16 46 63.0 85 56.12430512314751 19.5643710355357 10.830087764371987 0.3906344616348929 0.2819103338458487 4.14812125042794 61.63313655353214 62.341222683685075 0.002775317701907284
17 40 57.0 87 54.119796179490045 20.752648259988245 10.96199223234269 0.21541361303503753 0.1464561853070521 2.1586566659359576 79.33423139246159 78.26379059460112 0.0016577865032007357
18 42 46.0 170 57.37315495475931 21.41329390118448 0.5984307438474241 0.47664349408190754 0.2687793620153662 0.29392009507905625 94.6946854201763 104.10353717699395 5.476827460142285E-4
19 41 46.0 163 59.00358555201415 22.41004353133399 3.8527686392103973 0.6339971999479913 0.42269493089821153 0.7274739284451415 93.19584270700045 102.82897621160602 1.0099093940556178E-4
20 37 36.0 70 52.09652837120537 23.71002841762826 3.4796885437987446 0.5883175899488086 0.4187391885865051 1.415713469463354 98.54080927470925 100.1303128099625 0.0010808284413452226
21 41 59.0 428 56.36455069603496 23.294841813642847 1.634021631272598 0.8838561627307105 0.4041975425049757 0.28284249138063183 85.52692388903587 104.48031313684653 1.4936676835350767E-4
22 36 45.0 155 48.187295986420295 23.972461693169652 4.280255084980424 0.7427554285426634 0.44835480150704954 0.7527917630993641 111.45798299690448 116.22263525653442 7.985942763780848E-4
23 34 39.0 91 49.42836285623958 22.17803842021502 5.335660908015282 0.5430632640924993 0.4428035714773052 0.8186324325144212 89.00965333220802 98.71085019142495 6.844587922985532E-4
24 39 44.0 68 61.57249637149452 21.848228123008695 1.8936331155904615 0.4329547773867601 0.3795574106020367 0.46021430088069676 71.91133007780147 83.68667372275294 4.11330562307423E-4
25 39 54.0 203 56.47310299275019 21.0271056007424 7.194262617541798 0.6686773121628234 0.44153736888300893 0.12125230308183514 89.44488852135704 98.83521598998954 2.3649291208130643E-4
26 40 54.0 254 54.09752924297903 22.115665367119064 1.3316909200630642 0.5591247621681387 0.29951561428850326 1.06915885521327 95.58149112578272 101.61459015978916 2.85609751952634E-4
27 43 65.0 494 58.666539864610314 21.83381478062071 1.261867279130986 0.7165349990473452 0.3483931671850645 0.24436827435235722 101.49067531720759 114.044683184572 2.5156903281022604E-4
28 35 34.0 71 53.41947139274628 21.275664878206257 3.872797500150904 0.6203898851964498 0.4545552628150402 0.22081475640149423 79.40861739780846 87.10582154703361 0.001112391979261536
29 36 40.0 14 50.4369634132056 23.990128253978195 13.212817336212753 0.3002879698734072 0.2206767987832066 2.2597589373418203 46.10639923196554 44.617972826082244 5.040505720158807E-4
30 38 48.0 244 51.66222524879302 21.99039415120862 4.762337798843427 0.6414940503397071 0.3205505603699938 0.04168369791914261 92.4818371412527 104.51930218606884 1.6722433043610708E-4
31 45 65.0 263 58.93019476156183 22.060926958508894 2.8379464811538666 0.27628120089180513 0.1736249970755808 0.46611952622055935 95.73037645743351 106.49618067801197 0.0011155396047519528
32 39 49.0 111 51.844167351732246 21.954869334087643 5.870516179870246 0.5246051933895549 0.4359731305280721 1.1805009699456723 78.39328707203414 78.9159775688941 3.9809503844127566E-4
33 35 46.0 200 45.23765845036982 22.71849165741492 2.8094546722327207 0.6367220710265318 0.4318380032250538 1.3964301849388432 106.32301146198957 114.95834646317347 0.0014986461005141198
34 40 42.0 79 52.503630939080665 20.723978976131633 0.6694475732255241 0.40896401070648103 0.29453118577346604 0.2939794683379454 83.71141391240802 89.92683197285834 5.8560429186814636E-5
35 39 48.0 209 50.5625954481183 23.604057756347753 2.343421358604108 0.559321396263751 0.32965199020042296 0.48663137404806095 85.95978061106105 97.8559431259487 4.913651202945518E-4
36 48 69.0 45 59.541723733591084 18.771911018202417 19.50320090825773 0.23082574416468288 0.0654325307339911 1.4069504791241723 57.02321739226654 49.24314371257738 0.0018760104751004928
37 42 50.0 15 46.339207572612665 26.773347429059005 5.152723196700888 0.20037344592187822 0.19296377862550795 1.6166759179531704 58.99294273549656 54.678900262329094 0.004358221012149894
38 41 47.0 52 41.61790942260575 21.302478001782525 3.5224312493560155 0.41455824385765616 0.4506598035267119 0.17171044225154602 71.9391064044027 73.46398144105878 8.456077948708172E-4
39 35 37.0 89 43.420711733832825 23.098577699537813 6.808941691898372 0.7202420809573336 0.5378828054226368 0.4997342488515877 107.77981674522556 109.88246203881195 4.9166826267198E-4
40 42 51.0 26 54.14058181079993 21.648101220790267 13.478257757868677 0.3111965199839156 0.2084500168125852 0.12084408900085694 69.24545375553151 66.79588788449907 5.053687527722141E-4
41 33 32.0 71 55.87376111511748 23.8776258533943 5.7233395815802774 0.4873542682154236 0.34353146294908277 0.448581372236538 95.7344386819137 106.54840235634101 0.003362719579316721
42 44 58.0 157 49.51638434613771 21.625387699090876 3.9291279238961443 0.39034436308159 0.27044131768874063 0.4753317161628799 92.44571068040855 97.86629749603225 1.8674894050706078E-4
43 38 40.0 78 54.01600712536823 21.348178942179405 5.850553819603363 0.45152015810874807 0.32710500730745595 2.295541626065328 91.34188492347873 97.99205634502145 5.413742798990899E-6
44 38 44.0 98 49.32011460609835 24.083228185208792 1.0642913342593077 0.347528884560177 0.2599546121433121 0.39112537952414517 82.71876680022764 90.88034184776066 1.1974663903055913E-5
45 42 57.0 160 49.33061662641289 23.22915741507082 2.4384040780315908 0.3041462034962049 0.3174846085726125 0.7817090341491582 80.11495444038509 87.05783442677385 4.932202668440868E-4
46 47 63.0 185 52.69379004961517 22.14944618263598 7.474621457085667 0.44867341935241256 0.32745483738566167 0.3342524429250338 79.81862903547425 79.02820578143988 0.0010338795273197399
47 41 57.0 343 61.31259679437234 22.262702635934914 5.482504914831091 0.3680978904618799 0.20545221176637593 0.6300733972469527 87.02030998667095 96.59418082992508 6.970830337832937E-5
48 34 46.0 290 56.85989186077746 21.115908840189878 4.99157389992883 0.7736947329166246 0.36600347654936005 0.09032111312677178 95.53942563333395 108.68184383796813 9.906540267080972E-4
49 41 44.0 217 54.31670981178693 22.465946756942955 2.090760817221477 0.6676398859887424 0.40843928271220115 0.7425540904080947 100.63321158464889 110.17660706856661 3.5136395064271737E-4
50 50 73.0 31 64.88306522398571 17.888700763401648 25.72843188850015 0.18592705123424233 0.05038371200114774 1.3997890738518914 50.189467244354184 43.2116732668011 0.0017916818539368874
51 36 31.0 109 54.62898522156438 23.85726651092592 4.449825637132123 0.9529456342232636 0.49731111549065793 1.8126442381398906 106.86212217396512 111.12766990855873 0.002069714476035303
52 38 45.0 67 54.67484522337536 20.584808561628776 4.628257210560627 0.33399276465113104 0.36155416237294624 2.9007968420187287 80.15567578621123 83.08168851307703 9.688297368488458E-4
53 35 31.0 70 59.7889084399307 20.92567054265866 8.498274707773772 0.718350905857209 0.40701667669705605 4.553317031271359 101.82374203853448 107.77634669557882 0.0013973932430044365
54 39 53.0 231 55.87824561267762 21.11520394265961 9.126111519121626 0.44628088331950627 0.2818014776264356 1.4639286553560584 95.9964700550661 103.67469092278341 1.5831175852670006E-4
55 37 43.0 75 47.220972634612444 20.744204614287323 12.917299203044676 0.3594402335423233 0.2305236216628054 0.9278101015719896 102.46364548026862 107.90223974696653 0.0016915332755636707
56 40 58.0 155 51.473202092788625 22.521107130732865 6.762404329621517 0.6194956245806742 0.30753314697861917 0.3248280851331361 99.0427875860159 107.0440020413346 0.0012783778990519165
57 44 45.0 21 49.01089705941029 17.425581111398035 11.260382421509226 0.17515894714981853 0.1416617893627059 5.835234023714157 61.42651669333873 55.88119198013487 1.913228699261206E-4
58 42 55.0 200 52.726385971329535 24.38389902343477 0.9739150274337725 0.6693932075537886 0.43251379861070444 0.07611200062433417 87.289041176504 94.95083036872074 3.0472816348311577E-5
59 47 60.0 182 57.43983834304794 23.45678672174493 4.903167580131062 0.5639193676068808 0.3776126913112777 0.022978412092182418 90.99179984132063 94.41539704276364 3.5246906540447773E-4
60 47 67.0 60 53.992525807031534 20.37762037303097 17.783332411902297 0.26699797897749766 0.14025128668876974 0.06964529247046056 72.78898985101421 66.79687675419252 2.3558211300222948E-4
61 40 41.0 175 55.6871288448919 22.137534877502624 2.1638849716275503 0.600909285946881 0.369998517278157 0.0652679080343319 111.03562401818347 119.09965014113575 2.6912974511022634E-4
62 35 43.0 114 55.40106229997077 21.032109811624764 7.377731557300297 0.6298461201210301 0.3667895266441075 1.427970373375194 92.86159320206033 93.92244273817356 0.002403350445205513
63 39 43.0 58 57.95658516392953 21.46909940823213 13.02850565357086 0.44672189513560295 0.3700528636512357 2.0827073029126963 87.07362798322269 92.41434118405213 0.0049756712068222885
64 41 55.0 122 56.25941883448235 22.79346054666547 1.604125930994293 0.34446054335333104 0.2829008390658766 0.004466784448836633 78.55329078772012 82.83256229799687 1.209938188182623E-5
65 38 46.0 134 52.23074402543026 22.258774889181375 4.4214952315505105 0.5951624149461119 0.4090837852265481 0.024826122592292103 98.15821138330843 105.13318336224984 1.3872473286304882E-4
66 44 48.0 136 42.31763945281401 18.34862160115653 3.3564917917824677 0.5467566093443965 0.4486804843278954 1.2883186661858383 100.76199064455949 106.73102017609287 2.7103499380588044E-4
67 42 51.0 171 41.961711235696924 22.4996567988561 1.9858677917609429 0.7182137615625 0.40762232440735874 0.2632276439097211 99.21483965887928 109.75483044684178 1.1353164948880075E-4
68 46 60.0 391 57.010098674438815 20.821892243892304 8.038975578562198 0.6025840747499793 0.2743728074155966 0.053526576150353604 102.52460625718913 111.62643866794069 5.765092062548296E-4
69 37 45.0 299 53.193309703157425 21.612330127154138 5.921717847050609 0.8395484895129698 0.43698926468904564 1.0378591997640865 108.9720760154929 119.1267806926037 9.259263964649494E-4
70 48 63.0 368 50.69124056292443 24.033904433573163 3.1031369626854204 0.456577413950955 0.3266589820376199 0.9962835192183054 101.1998504029326 108.84069594958825 5.363878315690089E-4
71 32 38.0 107 54.47533487218355 23.59914081258006 4.59953904009188 0.5805172772360786 0.37577953715161533 0.796493512633249 84.02365333372938 89.21558512076554 0.00204674684457926
72 34 28.0 99 54.301049137993594 22.777750615105994 5.1838108737913595 0.8907240200889139 0.4506461154010305 3.7478178989993816 128.28758426208017 126.34256512294044 0.0014412846040828284
73 44 58.0 69 50.12307547796662 21.760873036993402 3.158665546506221 0.2195625347944322 0.23126012207313082 1.1938149527254824 71.885906964233 70.96408569336168 5.580710147292873E-4
74 45 52.0 131 49.62093076407079 24.75477501556053 0.319792196607999 0.5300515994036201 0.468779027707401 0.42733484250225856 81.00824985718494 83.43883984695448 2.487438410009256E-4
75 43 50.0 232 48.776292560566105 22.259973289381062 2.94387396870689 0.7192007934704026 0.35557824751707745 0.09900694676498821 117.07966199823129 121.29754928725484 6.333891598870022E-5
76 32 36.0 94 47.47020772685682 23.08114263245707 4.112286863939249 0.6727277940789957 0.4713999975102822 1.2866016740049273 91.14771289441123 96.41469520778041 7.110171782330608E-5
77 41 50.0 299 44.094336848635784 23.02306263577093 1.5677660813260221 0.6852488837575423 0.35321821096408573 0.17803566615649996 104.82077143125247 111.87025828504817 8.269381782757791E-4
78 43 55.0 172 51.713899874569485 23.448679279341867 1.2536030320200149 0.44220696836588314 0.2723157404466344 0.4029583698641301 97.578630777496 103.09692266870798 2.3293796927712854E-4
79 47 64.0 30 64.25833488334528 16.451417852303038 17.79417144732888 0.25084351228055396 0.06640345048770645 3.889538589112693 54.86686992909422 47.886773764424284 0.0028487487358837896
80 47 64.0 22 57.290272430411484 19.384767397372876 12.101650939654988 0.21722680885079973 0.05840850868815307 0.7448645911958512 47.962502975624545 41.032271452502165 0.0011588586845134499
81 45 58.0 160 47.270963215977645 24.10644576478101 3.911012288896163 0.5908246866960835 0.4357318415548968 2.9204483968876307 65.20395806405669 74.83727444654575 3.096059177500066E-4
82 41 51.0 126 50.48584660276635 21.397906973062266 8.419609473973175 0.2946401164212004 0.21311736040144688 0.13625473851797332 98.01437572416769 101.85903929557706 6.357012909662636E-4
83 37 40.0 32 49.668119410906556 22.546902657504443 5.577876495315702 0.4278925611120726 0.44015314071413125 0.2984503873412499 68.99563785628112 71.03827047014326 0.004719345693530396
84 34 34.0 71 55.795550050993796 22.338178230164775 2.583135886536818 0.5815979103284163 0.4146853298467564 0.4467719667709457 107.38115738964373 112.88048905917825 2.3937842108951284E-4
85 44 69.0 234 59.43193531117256 20.992432961481516 3.0940874932837517 0.24416952139241044 0.26021090764110183 0.702809554819741 76.60406656985707 81.05786687070551 0.0012727412546101422
86 39 46.0 151 58.8423002121801 21.17656125559748 1.2862724170447006 0.35296114308813065 0.299424233679821 2.143000052184785 86.62047625717452 93.1593976725786 4.28112528793241E-4
87 41 44.0 131 51.15045678736959 21.094800579256475 3.8958716044321373 0.6626355116496494 0.5244132752703102 0.2577990780878735 99.43823076304253 107.41475266165058 5.30022474829891E-4
88 43 65.0 366 58.099217340956244 21.75140931321964 3.0753374350224663 0.7619836812923046 0.4161481621243444 0.5706378749057383 94.59640392782589 104.319214966777 0.0016986939147817623
89 37 37.0 95 56.22617340589246 22.131512320204138 5.327262702358629 0.4184017875637841 0.35057869592777546 6.37536015346355 99.75757548758719 107.38336381542192 0.002081592322137575
90 45 59.0 134 49.358860312967686 23.658427386159474 4.42536036828002 0.47434442372512564 0.2869506686581105 1.6677523265918646 86.94069377945368 87.94088901029534 1.7063509297378195E-4
91 42 50.0 197 49.20198270450347 23.96394588891032 3.6170410943904625 0.5095684446204416 0.2944877292956236 0.6147568996231761 84.20417353046882 93.61100526716737 3.3639807762802766E-5
92 37 39.0 136 40.22991404727681 21.439766957581494 1.960515246512146 0.6734969333536756 0.36695955129222235 0.8581754474141977 109.73373158781065 115.6831353723991 0.0025747350420243335
93 45 63.0 56 56.03903071683059 23.28029390597584 10.600989618029063 0.29464069440961027 0.3424460463346065 1.4922840079672943 80.94968737137974 78.9688171547621 2.9221594813659064E-4
94 43 49.0 113 46.18809821883881 22.997427749001172 5.505781750186336 0.5238942968123234 0.44916406961549127 0.5902453159648697 95.78176939798252 94.39949340387517 6.963031170648394E-5
95 46 70.0 44 60.266966923579396 18.199515978902028 24.80409221417156 0.17720318655421718 0.04880621206747859 2.9106905145576984 56.73097076241455 48.39450948062592 6.999750100770774E-4
96 47 77.0 111 59.0899705275653 19.75314601070789 11.469631837525741 0.30708787131315174 0.12142286945518879 2.724750332782635 62.52455786442104 59.8966830898879 9.283032188697669E-4
97 41 62.0 153 53.068795765951094 22.318629525910683 7.134053314584689 0.2794639672357794 0.1852901741326937 1.3773095336899803 74.31729452036895 76.4452126243806 3.4566591192970064E-4
98 32 31.0 62 60.78837561370059 22.172270218858202 5.386222429971746 0.5833130627631391 0.4308311800449206 2.5817519788954115 105.38663825023306 109.7949719834438 6.810067652287605E-4
99 37 47.0 115 56.31142680418669 20.353505294574603 3.4552337433484044 0.6061076562786085 0.4483886656455279 0.09208020856284056 92.24560113580301 93.42891674598499 4.984796101894477E-4
100 41 48.0 211 54.66403805089365 23.720004455538163 2.654808830962114 0.41269541931044645 0.2742192563095825 0.06766868306677026 101.99206607667837 105.32129004451834 1.725828076456975E-4
